GramBank ID	Hedvigs thematic order	Feature	Possible Values	Clarifying Comments	OLD DO NOT USE Draft of clarifying comments to outsiders (before Jeremy, Hannah and Hedvigs draft)	Feature patron	Suggested standardised comments	Suggested standardised comments in dropdown menu form	progress on new description	Feature question in French	Relevant unit(s)	Function	Formal means	Unnamed: 14	Dependencies	Legacy status	GramBank-status	Work in progress comment	Jeremy - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (add complement?)	Hedvig - Estimated action commentary	Wordhood issues	NTS or GramBank?	dependencies in the grambank features	Inspired by WALS	di garbo	have been dealt with during homework1 (Jeremy, Hanna, Hedvig)	Africa-spec	Complementing F1-F160	other complements	Very hard to deny	Prone to misunderstandings among researchers	Requires extensive data on the language	Design (just from Hedvigs memory)	"Relevant for Nick and ""Parabank"""	Last edited	Is there a typological survey that already covers this feature somehow?	Previous comments	Old comments	Hedvig's meta-comment (mostly to herself)	Harald's clarification and/or reformulation	Old feature number	Old feature	db_Object	db_Domain
GB311	Hedvigs_thematic_order0100	Can mood be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	1: present;0: absent	"This question aims at capturing productive, obligatory and dedicated marking of mood, where the marker is not on the verb (affixation, tonal marking, suppletion, or any other strategy that is phonologically dependent on the verb root) but by means of a phonologically free standing element. This feature relates back to an old feature that used the term ""auxiliary"". That term is avoided here so as to not restrict the category in a potentially inconsistent way. The marker that this feature concerns should preferably be one continuous unit, if the construction is not-continuous mark that in the comments."			Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound		in progress		verb, auxiliary	TAM	phonologically independent item		119:1 -> 311:1, 310:0 -> 119:0, 311:1 -> 119:1	Waiheke	keepers						y																						Can mood be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	{'1': <DomainElement 'GB311-1'>, '0': <DomainElement 'GB311-0'>, '?': <DomainElement 'GB311-?'>}
GB312	Hedvigs_thematic_order0101	Can modal distinctions be marked on the verb, productively, dedicatedly and obligatorily?	1: present;0: absent				Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound		in progress		verb	TAM	conjugation		312	Waiheke	keepers						y																						Can modal distinctions be marked on the verb, productively, dedicatedly and obligatorily?	{'1': <DomainElement 'GB312-1'>, '0': <DomainElement 'GB312-0'>, '?': <DomainElement 'GB312-?'>}
GB313	Hedvigs_thematic_order072	Are there possessive pronouns?	1: present;0: absent				Not mentioned		in progress		pronoun	attributive possession, attribution	paradigm, declension		313	Waiheke	keepers																												Are there possessive pronouns?	{'1': <DomainElement 'GB313-1'>, '0': <DomainElement 'GB313-0'>, '?': <DomainElement 'GB313-?'>}
GB314	Hedvigs_thematic_order0166	Can augmentative be marked productively by a system of nominal classification?	1: present;0: absent	Can augmentative function (i.e. larger size) be marked by a shift of nominal class? This needs to be a productive pattern. The system of nominal modification referred to in this question is not restricted to gender/noun class systems only. Augmentative function often also entails other meanings, but it needs to minimally encode larger size.			Not mentioned		in progress		noun, NP	augmentative, nominal classification, derivation	affixation and cliticization, infixation, tone, reduplication, suppletion, alternation, agreement, declension		314	Waiheke	keepers																												Can augmentative be marked productively by a system of nominal classification?	{'1': <DomainElement 'GB314-1'>, '0': <DomainElement 'GB314-0'>, '?': <DomainElement 'GB314-?'>}
GB315	Hedvigs_thematic_order0164	Can diminutive be marked productively by a system of nominal classification?	1: present;0: absent	Can diminutive function (i.e. smaller size) be marked by a shift of nominal class? This needs to be a productive pattern. The system of nominal modification referred to in this question is not restricted to gender/noun class systems only. Diminutive function often also entails other meanings, but it needs to minimally encode smaller size.			Not mentioned		in progress		noun, NP	diminutive, nominal classification, derivation	affixation and cliticization, infixation, tone, reduplication, suppletion, alternation, agreement, declension		315	Waiheke	keepers																												Can diminutive be marked productively by a system of nominal classification?	{'1': <DomainElement 'GB315-1'>, '0': <DomainElement 'GB315-0'>, '?': <DomainElement 'GB315-?'>}
GB316	Hedvigs_thematic_order0143	Can singular number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	1: present;0: absent	This question is concerned with constructions that must be dedicated to singular marking.			Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it		in progress		noun, NP	number	phonologically independent item		316	Waiheke	keepers						y																						Can singular number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	{'1': <DomainElement 'GB316-1'>, '0': <DomainElement 'GB316-0'>, '?': <DomainElement 'GB316-?'>}
GB317	Hedvigs_thematic_order0145	Can dual number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	1: present;0: absent	This question is concerned with constructions that must be dedicated to dual marking.			Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it		in progress		noun, NP	number	phonologically independent item		317	Waiheke	keepers						y																						Can dual number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	{'1': <DomainElement 'GB317-1'>, '0': <DomainElement 'GB317-0'>, '?': <DomainElement 'GB317-?'>}
GB318	Hedvigs_thematic_order0147	Can plural number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	1: present;0: absent	This question is concerned with constructions that must be dedicated to plural marking.			Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it		in progress		noun, NP	number	phonologically independent item		318	Waiheke	keepers						y																						Can plural number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	{'1': <DomainElement 'GB318-1'>, '0': <DomainElement 'GB318-0'>, '?': <DomainElement 'GB318-?'>}
GB319	Hedvigs_thematic_order0149	Can trial number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	1: present;0: absent	This question is concerned with constructions that must be dedicated to trial marking.			Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it		in progress		noun, NP	number	phonologically independent item		319	Waiheke	keepers						y																						Can trial number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	{'1': <DomainElement 'GB319-1'>, '0': <DomainElement 'GB319-0'>, '?': <DomainElement 'GB319-?'>}
GB320	Hedvigs_thematic_order0151	Can paucal number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	1: present;0: absent	This question is concerned with constructions that must be dedicated to paucal marking.			Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it		in progress		noun, NP	number	phonologically independent item		320	Waiheke	keepers						y																						Can paucal number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	{'1': <DomainElement 'GB320-1'>, '0': <DomainElement 'GB320-0'>, '?': <DomainElement 'GB320-?'>}
GB321	Hedvigs_thematic_order0162	Is there an open class of noun stems that are assigned to gender/noun class categories arbitrarily?	1: present;0: absent				Not mentioned, There may be a gender or noun class system but it seems to be semantic		in progress		noun	nominal classification	paradigm		50:0 -> 321:na	Waiheke	keepers																												Is there an open class of noun stems that are assigned to gender/noun class categories arbitrarily?	{'1': <DomainElement 'GB321-1'>, '0': <DomainElement 'GB321-0'>, '?': <DomainElement 'GB321-?'>}
GB322	Hedvigs_thematic_order0104	Does the language encode direct evidentiality (perceived with senses)?	1: present;0: absent	This question is concerned with the marking of evidentiality related to the speaker's direct sensory evidence for some event or action. Visual evidence is frequently encoded with a direct evidential, however this type of evidentiality may also include auditory or other non-visual categories of sensory evidence. This question should be answered yes (1) if the language has a single direct evidential or any number of sensory evidentials.			Not mentioned		in progress		verb	TAM	conjugation, phonologically independent item		322	Waiheke	keepers																												Does the language encode direct evidentiality (perceived with senses)?	{'1': <DomainElement 'GB322-1'>, '0': <DomainElement 'GB322-0'>, '?': <DomainElement 'GB322-?'>}
GB323	Hedvigs_thematic_order0105	Does the language encode indirect evidentiality (hearsay, inference, etc.)?	1: present;0: absent	This question is concerned with the marking of evidentiality related to the speaker's indirect, non-sensory evidence for some event or action. Indirect evidentiality usually involves inference from physical evidence or second-hand knowledge such as hearsay. This question should be answered yes (1) if there is a single category of indirect evidentiality or any number of inferential or reportative evidential categories.			Not mentioned		in progress		verb	TAM	conjugation, phonologically independent item		323	Waiheke	keepers																												Does the language encode indirect evidentiality (hearsay, inference, etc.)?	{'1': <DomainElement 'GB323-1'>, '0': <DomainElement 'GB323-0'>, '?': <DomainElement 'GB323-?'>}
GB324	Hedvigs_thematic_order054	Are some content interrogatives (who?, what?, etc.) expressed in interrogative verbs?	1: present;0: absent	"interrogative verbs are ""special verbs that include a semantic wh-element"". The semantic content of interrogative verb roots includes an element equivalent to a content question (also called a wh- element). This does not include verbs of asking or interrogative forms created through affixation of interrogative markers to non-interrogative verb roots."			Not mentioned		in progress		sentence, clause, pronoun, verb	interrogation	affixation and cliticization, infixation, specialized construction, conjugation		324	Waiheke	keepers																												Are some content interrogatives (who?, what?, etc.) expressed in interrogative verbs?	{'1': <DomainElement 'GB324-1'>, '0': <DomainElement 'GB324-0'>, '?': <DomainElement 'GB324-?'>}
GB325	Hedvigs_thematic_order055	Is there a count/mass distinction in content interrogatives (e.g. English how many vs. how much)?	1: present;0: absent				Not mentioned		in progress		verb, pronoun	interrogation	declension, phonologically independent item, paradigm		325	Waiheke	keepers																												Is there a count/mass distinction in content interrogatives (e.g. English how many vs. how much)?	{'1': <DomainElement 'GB325-1'>, '0': <DomainElement 'GB325-0'>, '?': <DomainElement 'GB325-?'>}
GB326	Hedvigs_thematic_order056	Do (nominal) content interrogatives normally or frequently occur in situ (i.e. in the normal position for a non-interrogative NP in the same participant role)?	1: present;0: absent	This question is concerned with the use of in-situ content interrogative nominals as a general question construction. This question should be answered yes (1) if questions formed with in-situ interrogatives are pragmatically unmarked and are used commonly (e.g. not only in restrictive contexts such as echo questions or constructions with multiple interrogatives).			Not mentioned		in progress		pronoun	interrogation	word order		326	Waiheke	keepers																												Do (nominal) content interrogatives normally or frequently occur in situ (i.e. in the normal position for a non-interrogative NP in the same participant role)?	{'1': <DomainElement 'GB326-1'>, '0': <DomainElement 'GB326-0'>, '?': <DomainElement 'GB326-?'>}
GB327	Hedvigs_thematic_order008	Can the relative clause follow the noun?	1: present;0: absent			Harald	Not mentioned		in progress		sentence, noun, NP, clause	relativization	word order			post-Waiheke	keepers																												Can the relative clause follow the noun?	{'1': <DomainElement 'GB327-1'>, '0': <DomainElement 'GB327-0'>, '?': <DomainElement 'GB327-?'>}
GB328	Hedvigs_thematic_order009	Can the relative clause precede the noun?	1: present;0: absent			Harald	Not mentioned		in progress		sentence, noun, NP, clause	relativization	word order			post-Waiheke	keepers																												Can the relative clause precede the noun?	{'1': <DomainElement 'GB328-1'>, '0': <DomainElement 'GB328-0'>, '?': <DomainElement 'GB328-?'>}
GB329	Hedvigs_thematic_order010	Are there internally-headed relative clauses?	1: present;0: absent			Harald	Not mentioned		in progress		sentence, clause, NP, noun	relativization	affixation and cliticization, infixation, specialized construction			post-Waiheke	keepers																												Are there internally-headed relative clauses?	{'1': <DomainElement 'GB329-1'>, '0': <DomainElement 'GB329-0'>, '?': <DomainElement 'GB329-?'>}
GB330	Hedvigs_thematic_order011	Are there correlative relative clauses?	1: present;0: absent			Harald	Not mentioned		in progress		sentence, clause, NP, noun	relativization	affixation and cliticization, infixation, specialized construction, phonologically independent item			post-Waiheke	keepers																												Are there correlative relative clauses?	{'1': <DomainElement 'GB330-1'>, '0': <DomainElement 'GB330-0'>, '?': <DomainElement 'GB330-?'>}
GB331	Hedvigs_thematic_order012	Are there adjoined relative clauses?	1: present;0: absent			Harald	Not mentioned		in progress		sentence, clause, NP, noun	relativization	affixation and cliticization, infixation, specialized construction, phonologically independent item			post-Waiheke	keepers																												Are there adjoined relative clauses?	{'1': <DomainElement 'GB331-1'>, '0': <DomainElement 'GB331-0'>, '?': <DomainElement 'GB331-?'>}
GB332	Hedvigs_thematic_order013	Are there double-headed relative clauses?	1: present;0: absent			Harald	Not mentioned		in progress		sentence, clause, NP, noun	relativization	affixation and cliticization, infixation, specialized construction, phonologically independent item			post-Waiheke	keepers																												Are there double-headed relative clauses?	{'1': <DomainElement 'GB332-1'>, '0': <DomainElement 'GB332-0'>, '?': <DomainElement 'GB332-?'>}
GB333	Hedvigs_thematic_order0137	Is there a decimal counting system?	1: present;2:y;0: absent				Not mentioned		in progress		numeral	quantification	paradigm			Pioneers	keepers																												Is there a decimal counting system?	{'1': <DomainElement 'GB333-1'>, '0': <DomainElement 'GB333-0'>, '2': <DomainElement 'GB333-2'>, '?': <DomainElement 'GB333-?'>}
GB334	Hedvigs_thematic_order0138	Is there synchronic evidence for any element of a quinary counting system?	1: present;0: absent				Not mentioned		in progress		numeral	quantification	paradigm			Pioneers	keepers																												Is there synchronic evidence for any element of a quinary counting system?	{'1': <DomainElement 'GB334-1'>, '0': <DomainElement 'GB334-0'>, '?': <DomainElement 'GB334-?'>}
GB335	Hedvigs_thematic_order0139	Is there synchronic evidence for any element of a vigesimal counting system?	1: present;0: absent				Not mentioned		in progress		numeral	quantification	paradigm			Pioneers	keepers																												Is there synchronic evidence for any element of a vigesimal counting system?	{'1': <DomainElement 'GB335-1'>, '0': <DomainElement 'GB335-0'>, '?': <DomainElement 'GB335-?'>}
GB336	Hedvigs_thematic_order0140	Is there a body-part tallying system?	1: present;2:n;0: absent				Not mentioned		in progress		numeral	quantification	paradigm			Pioneers	keepers																												Is there a body-part tallying system?	{'1': <DomainElement 'GB336-1'>, '0': <DomainElement 'GB336-0'>, '2': <DomainElement 'GB336-2'>, '?': <DomainElement 'GB336-?'>}
GB502		What is the relative position of possessor pronoun and possessed in the attributive possessive construction?	3:n/a;0:1;2:2;1:n pospro																																										What is the relative position of possessor pronoun and possessed in the attributive possessive construction?	{'1': <DomainElement 'GB502-1'>, '0': <DomainElement 'GB502-0'>, '2': <DomainElement 'GB502-2'>, '?': <DomainElement 'GB502-?'>}
GB503		Are S and A marked by the same affix/clitic?	2:n/a;0:y;1:n																																										Are S and A marked by the same affix/clitic?	{'1': <DomainElement 'GB503-1'>, '0': <DomainElement 'GB503-0'>, '?': <DomainElement 'GB503-?'>}
GB508		Are there core adjectives (elements denoting property concepts) that act like nouns?	0:n																																										Are there core adjectives (elements denoting property concepts) that act like nouns?	{'0': <DomainElement 'GB508-0'>, '?': <DomainElement 'GB508-?'>}
GB509		Are demonstratives used pronominally?	2:?;0:y;1:n																																										Are demonstratives used pronominally?	{'1': <DomainElement 'GB509-1'>, '0': <DomainElement 'GB509-0'>, '2': <DomainElement 'GB509-2'>, '?': <DomainElement 'GB509-?'>}
GB510		Are demonstratives used adnominally?	0:y																																										Are demonstratives used adnominally?	{'0': <DomainElement 'GB510-0'>, '?': <DomainElement 'GB510-?'>}
GB511		Do demonstratives encode elevation?	2:?;0:y;1:n																																										Do demonstratives encode elevation?	{'1': <DomainElement 'GB511-1'>, '0': <DomainElement 'GB511-0'>, '2': <DomainElement 'GB511-2'>, '?': <DomainElement 'GB511-?'>}
GB512		Is there an opposition between three or more elevation terms in the demonstrative system?	3:n/a;2:?;0:y;1:n																																										Is there an opposition between three or more elevation terms in the demonstrative system?	{'1': <DomainElement 'GB512-1'>, '0': <DomainElement 'GB512-0'>, '2': <DomainElement 'GB512-2'>, '?': <DomainElement 'GB512-?'>}
GB514		Is animacy distinguished in the demonstrative system?	2:?;1:y;0:n																																										Is animacy distinguished in the demonstrative system?	{'1': <DomainElement 'GB514-1'>, '0': <DomainElement 'GB514-0'>, '2': <DomainElement 'GB514-2'>, '?': <DomainElement 'GB514-?'>}
GB515		Is humanness distinguished in the demonstrative system?	1:?;0:n																																										Is humanness distinguished in the demonstrative system?	{'1': <DomainElement 'GB515-1'>, '0': <DomainElement 'GB515-0'>, '?': <DomainElement 'GB515-?'>}
GB516		How are locationals and demonstratives formally related?	2:0;4:?;0:1;1:3;3:2																																										How are locationals and demonstratives formally related?	{'0': <DomainElement 'GB516-0'>, '3': <DomainElement 'GB516-3'>, '?': <DomainElement 'GB516-?'>, '1': <DomainElement 'GB516-1'>, '2': <DomainElement 'GB516-2'>, '4': <DomainElement 'GB516-4'>}
GB517		Is there an opposition between three or more distance terms in the locational system?	2:?;0:y;1:n																																										Is there an opposition between three or more distance terms in the locational system?	{'1': <DomainElement 'GB517-1'>, '0': <DomainElement 'GB517-0'>, '2': <DomainElement 'GB517-2'>, '?': <DomainElement 'GB517-?'>}
GB518		Do locationals encode elevation?	2:?;0:y;1:n																																										Do locationals encode elevation?	{'1': <DomainElement 'GB518-1'>, '0': <DomainElement 'GB518-0'>, '2': <DomainElement 'GB518-2'>, '?': <DomainElement 'GB518-?'>}
GB519		Is there an opposition between three or more elevation terms in the locational system?	3:n/a;2:?;0:y;1:n																																										Is there an opposition between three or more elevation terms in the locational system?	{'1': <DomainElement 'GB519-1'>, '0': <DomainElement 'GB519-0'>, '2': <DomainElement 'GB519-2'>, '?': <DomainElement 'GB519-?'>}
GB520		Do locationals encode direction (based on a coordinate system)?	2:?;0:y;1:n																																										Do locationals encode direction (based on a coordinate system)?	{'1': <DomainElement 'GB520-1'>, '0': <DomainElement 'GB520-0'>, '2': <DomainElement 'GB520-2'>, '?': <DomainElement 'GB520-?'>}
GB521		Is the opposition visible-non-visible marked on locationals?	2:?;1:y;0:n																																										Is the opposition visible-non-visible marked on locationals?	{'1': <DomainElement 'GB521-1'>, '0': <DomainElement 'GB521-0'>, '2': <DomainElement 'GB521-2'>, '?': <DomainElement 'GB521-?'>}
R1102		How many places of articulation are there for stops?	2:5;1:3;0:4																																										How many places of articulation are there for stops?	{'1': <DomainElement 'R1102-1'>, '0': <DomainElement 'R1102-0'>, '2': <DomainElement 'R1102-2'>, '?': <DomainElement 'R1102-?'>}
R1103		How many places of articulation are there for nasals?	0:3;1:2																																										How many places of articulation are there for nasals?	{'1': <DomainElement 'R1103-1'>, '0': <DomainElement 'R1103-0'>, '?': <DomainElement 'R1103-?'>}
R1103a		Are there as many points of articulation for nasals as there are for stops?	1:y;0:n																																										Are there as many points of articulation for nasals as there are for stops?	{'1': <DomainElement 'R1103a-1'>, '0': <DomainElement 'R1103a-0'>, '?': <DomainElement 'R1103a-?'>}
R1103b		Is there contrast between heterorganic and homorganic sequence of nasal and velar stop?	0:n																																										Is there contrast between heterorganic and homorganic sequence of nasal and velar stop?	{'0': <DomainElement 'R1103b-0'>, '?': <DomainElement 'R1103b-?'>}
R1105		Are there fricative phonemes?	0:y																																										Are there fricative phonemes?	{'0': <DomainElement 'R1105-0'>, '?': <DomainElement 'R1105-?'>}
R1106		Are there phonemic prenasalised stops?	0:n																																										Are there phonemic prenasalised stops?	{'0': <DomainElement 'R1106-0'>, '?': <DomainElement 'R1106-?'>}
R1107		Is there a phonemic distinction between l/r?	0:y																																										Is there a phonemic distinction between l/r?	{'0': <DomainElement 'R1107-0'>, '?': <DomainElement 'R1107-?'>}
R1108		Is there a phonemic velar fricative or glide?	1:y;0:n																																										Is there a phonemic velar fricative or glide?	{'1': <DomainElement 'R1108-1'>, '0': <DomainElement 'R1108-0'>, '?': <DomainElement 'R1108-?'>}
R1109		Is there a voicing contrast between oral (i.e. non-prenasal) stops?	0:y;1:n																																										Is there a voicing contrast between oral (i.e. non-prenasal) stops?	{'1': <DomainElement 'R1109-1'>, '0': <DomainElement 'R1109-0'>, '?': <DomainElement 'R1109-?'>}
R1109a		Is there a laminal/apical contrast?	0:n																																										Is there a laminal/apical contrast?	{'0': <DomainElement 'R1109a-0'>, '?': <DomainElement 'R1109a-?'>}
R1109b		Are there retroflexed consonants?	0:n																																										Are there retroflexed consonants?	{'0': <DomainElement 'R1109b-0'>, '?': <DomainElement 'R1109b-?'>}
R1110		Is there phonemic consonant length?	1:y;0:n																																										Is there phonemic consonant length?	{'1': <DomainElement 'R1110-1'>, '0': <DomainElement 'R1110-0'>, '?': <DomainElement 'R1110-?'>}
R1111		Is there phonemic vowel length?	0:y;1:n																																										Is there phonemic vowel length?	{'1': <DomainElement 'R1111-1'>, '0': <DomainElement 'R1111-0'>, '?': <DomainElement 'R1111-?'>}
R1112		Are there contrastive phonation types for vowels?	1:y;0:n																																										Are there contrastive phonation types for vowels?	{'1': <DomainElement 'R1112-1'>, '0': <DomainElement 'R1112-0'>, '?': <DomainElement 'R1112-?'>}
R1113a		Are there two or more contrastive central vowels?	0:y;1:n																																										Are there two or more contrastive central vowels?	{'1': <DomainElement 'R1113a-1'>, '0': <DomainElement 'R1113a-0'>, '?': <DomainElement 'R1113a-?'>}
R1115		Is there lexically determined suprasegmental prominence?	0:y;1:n																																										Is there lexically determined suprasegmental prominence?	{'1': <DomainElement 'R1115-1'>, '0': <DomainElement 'R1115-0'>, '?': <DomainElement 'R1115-?'>}
R1116		Is there weight-sensitive suprasegmental prominence	0:y;1:n																																										Is there weight-sensitive suprasegmental prominence	{'1': <DomainElement 'R1116-1'>, '0': <DomainElement 'R1116-0'>, '?': <DomainElement 'R1116-?'>}
R1117		Is there syllable position sensitive suprasegmental prominence?	2:no data;3:?;0:y;1:n																																										Is there syllable position sensitive suprasegmental prominence?	{'1': <DomainElement 'R1117-1'>, '0': <DomainElement 'R1117-0'>, '2': <DomainElement 'R1117-2'>, '3': <DomainElement 'R1117-3'>, '?': <DomainElement 'R1117-?'>}
R1118		Is there a tonal system?	0:y;1:n																																										Is there a tonal system?	{'1': <DomainElement 'R1118-1'>, '0': <DomainElement 'R1118-0'>, '?': <DomainElement 'R1118-?'>}
R1202		Are there word-final consonants?	0:y																																										Are there word-final consonants?	{'0': <DomainElement 'R1202-0'>, '?': <DomainElement 'R1202-?'>}
R1203a		Are there consonant clusters (not counting prenasalized consonants) in syllable onset?	1:y;0:n																																										Are there consonant clusters (not counting prenasalized consonants) in syllable onset?	{'1': <DomainElement 'R1203a-1'>, '0': <DomainElement 'R1203a-0'>, '?': <DomainElement 'R1203a-?'>}
R1204		Are there consonant clusters (not counting prenasalized consonants) in syllable coda?	1:y;0:n																																										Are there consonant clusters (not counting prenasalized consonants) in syllable coda?	{'1': <DomainElement 'R1204-1'>, '0': <DomainElement 'R1204-0'>, '?': <DomainElement 'R1204-?'>}
R2203		Is number marked in pronouns?	0:y																																										Is number marked in pronouns?	{'0': <DomainElement 'R2203-0'>, '?': <DomainElement 'R2203-?'>}
R2504a		Is plant status a relevant category in the noun class/gender system?	2:n/a;0:y;1:n																																										Is plant status a relevant category in the noun class/gender system?	{'1': <DomainElement 'R2504a-1'>, '0': <DomainElement 'R2504a-0'>, '?': <DomainElement 'R2504a-?'>}
R2507		Is there concord beyond the NP, i.e. agreement of elements outside the NP with the noun class of a noun?	1:n/a;0:n																																										Is there concord beyond the NP, i.e. agreement of elements outside the NP with the noun class of a noun?	{'0': <DomainElement 'R2507-0'>, '?': <DomainElement 'R2507-?'>}
R2508		Are there classifiers?	2:?;0:y;1:n																																										Are there classifiers?	{'1': <DomainElement 'R2508-1'>, '0': <DomainElement 'R2508-0'>, '2': <DomainElement 'R2508-2'>, '?': <DomainElement 'R2508-?'>}
R2601		Are there possessive classes?	0:y;1:n																																										Are there possessive classes?	{'1': <DomainElement 'R2601-1'>, '0': <DomainElement 'R2601-0'>, '?': <DomainElement 'R2601-?'>}
R2702		Is there evidence for any element of a quinary counting system?	0:y;1:n																																										Is there evidence for any element of a quinary counting system?	{'1': <DomainElement 'R2702-1'>, '0': <DomainElement 'R2702-0'>, '?': <DomainElement 'R2702-?'>}
R2703b		Is there a minimal counting system or no clear number altogether?	0:n																																										Is there a minimal counting system or no clear number altogether?	{'0': <DomainElement 'R2703b-0'>, '?': <DomainElement 'R2703b-?'>}
R3103		Do the same morphemes systematically encode both TAM and person?	1:n/a;0:n																																										Do the same morphemes systematically encode both TAM and person?	{'0': <DomainElement 'R3103-0'>, '?': <DomainElement 'R3103-?'>}
R3502		Is gender marked anywhere separately to person?	0:n																																										Is gender marked anywhere separately to person?	{'0': <DomainElement 'R3502-0'>, '?': <DomainElement 'R3502-?'>}
R3605		Is there intransitivising morphology (include clitics)?	1:?;2:y;0:n																																										Is there intransitivising morphology (include clitics)?	{'1': <DomainElement 'R3605-1'>, '0': <DomainElement 'R3605-0'>, '2': <DomainElement 'R3605-2'>, '?': <DomainElement 'R3605-?'>}
R4305a		Are there relative clauses, i.e. embedded construction by which a clause modifies a head N?	1:?;0:y;2:n																																										Are there relative clauses, i.e. embedded construction by which a clause modifies a head N?	{'1': <DomainElement 'R4305a-1'>, '0': <DomainElement 'R4305a-0'>, '2': <DomainElement 'R4305a-2'>, '?': <DomainElement 'R4305a-?'>}
R4307		Are there purposive non-finite subordinate clauses?	2:?;1:y;0:n																																										Are there purposive non-finite subordinate clauses?	{'1': <DomainElement 'R4307-1'>, '0': <DomainElement 'R4307-0'>, '2': <DomainElement 'R4307-2'>, '?': <DomainElement 'R4307-?'>}
R4308		Are there temporal non-finite subordinate clauses?	2:?;1:y;0:n																																										Are there temporal non-finite subordinate clauses?	{'1': <DomainElement 'R4308-1'>, '0': <DomainElement 'R4308-0'>, '2': <DomainElement 'R4308-2'>, '?': <DomainElement 'R4308-?'>}
R4308a		Are there conditional non-finite subordinate clauses?	2:?;0:y;1:n																																										Are there conditional non-finite subordinate clauses?	{'1': <DomainElement 'R4308a-1'>, '0': <DomainElement 'R4308a-0'>, '2': <DomainElement 'R4308a-2'>, '?': <DomainElement 'R4308a-?'>}
R4309a		Are there complement clauses for speech verbs?	3:no data;2:?;0:y;1:n																																										Are there complement clauses for speech verbs?	{'1': <DomainElement 'R4309a-1'>, '0': <DomainElement 'R4309a-0'>, '3': <DomainElement 'R4309a-3'>, '2': <DomainElement 'R4309a-2'>, '?': <DomainElement 'R4309a-?'>}
R4309b		Are there complement clauses for perception verbs?	3:no data;2:?;0:y;1:n																																										Are there complement clauses for perception verbs?	{'1': <DomainElement 'R4309b-1'>, '0': <DomainElement 'R4309b-0'>, '3': <DomainElement 'R4309b-3'>, '2': <DomainElement 'R4309b-2'>, '?': <DomainElement 'R4309b-?'>}
R4309c		Is there a complementizer that precedes a complement clause?	1:no data;4:n/a;3:?;2:y;0:n																																										Is there a complementizer that precedes a complement clause?	{'1': <DomainElement 'R4309c-1'>, '0': <DomainElement 'R4309c-0'>, '2': <DomainElement 'R4309c-2'>, '3': <DomainElement 'R4309c-3'>, '?': <DomainElement 'R4309c-?'>}
R4309d		Is there a complementizer that follows a complement clause?	1:no data;4:n/a;3:?;2:y;0:n																																										Is there a complementizer that follows a complement clause?	{'1': <DomainElement 'R4309d-1'>, '0': <DomainElement 'R4309d-0'>, '2': <DomainElement 'R4309d-2'>, '3': <DomainElement 'R4309d-3'>, '?': <DomainElement 'R4309d-?'>}
R4311		Are there participle or gerund constructions, morphologically separate from RC or subordinate clauses?	1:?;0:n																																										Are there participle or gerund constructions, morphologically separate from RC or subordinate clauses?	{'1': <DomainElement 'R4311-1'>, '0': <DomainElement 'R4311-0'>, '?': <DomainElement 'R4311-?'>}
R5202		Is there a construction encoding kin dyads?	0:no data;3:?;2:y;1:n																																										Is there a construction encoding kin dyads?	{'1': <DomainElement 'R5202-1'>, '0': <DomainElement 'R5202-0'>, '2': <DomainElement 'R5202-2'>, '3': <DomainElement 'R5202-3'>, '?': <DomainElement 'R5202-?'>}
