ID,Parameter_ID,Language_ID,Feature,Code_ID,Answer,Comment,Source,Possible_Values,Suggested_standardised_comments
5855,GB150,lama1277-lewoi,Is there clause chaining?,3,n,,,0: absent;3:n;1: present;4:no data;2:y;5:?,Not mentioned; Hard to distinguish from serial verb constructions
5856,GB151,lama1277-lewoi,Is there a morphologically-marked switch reference system?,2,n,,,2:n;1: present;3:y;0: absent,Not mentioned
5857,GB152,lama1277-lewoi,Is there a morphologically marked distinction between simultaneous and sequential clauses?,3,n,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned; There is a marker adjacent to the verb but not treated as morphologically bound
5858,GB153,lama1277-lewoi,Is the verb 'say' or a quotative construction used in desiderative constructions?,0,n,,,0:n;2:y;1:?,
5859,GB154,lama1277-lewoi,Are causatives formed by serial verb constructions?,0,y,,N&K2007:83,1:n;0:y;2:?,
5860,GB155,lama1277-lewoi,Are causatives formed by affixes/clitics?,2,n,,,2:n;1: present;3:y;0: absent,Not mentioned; The marker is adjacent to the verb but not treated as morphologically bound
5861,GB156,lama1277-lewoi,Are causatives formed by constructions involving 'say'?,2,n,,,2:n;1: present;0: absent,Not mentioned
5862,GB157,lama1277-lewoi,Is there tail-head linkage?,3,n,,,0: absent;3:n;1: present;5:no data;4:no d ata;2:y;6:?,Not mentioned
5863,GB158,lama1277-lewoi,Are verbs reduplicated?,2,y,,,0: absent;3:n;1: present;4:no data;2:y;5:?,Not mentioned; Some examples but not productive; Possible partial reduplication; There are instances of repeated verbs but that does not count as reduplication
5864,GB159,lama1277-lewoi,Are nouns reduplicated?,3,y,,N&K2007: 44,0: absent;2:n;1: present;4:no data;3:y;5:?,Not mentioned; Some examples but not productive; Possible partial reduplication; The prototypical noun 'book book' type reduplication is known to exist but not other types
5865,GB160,lama1277-lewoi,Are elements apart from verbs or nouns reduplicated?,2,y,,,0: absent;4:n;1: present;3:no data;2:y;5:?,Not mentioned; Numerals are reduplicated; Adjectives are reduplicated but are arguably a type of verb; Possible partial reduplication
5866,GB162,lama1277-lewoi,Is there a distinction between masculine and feminine in 1st person pronouns?,0,n,,,0:n,
5867,GB163,lama1277-lewoi,How many genders/noun classes are there?,?,Not known,,,1:2;3:?;0:several;2:n,
5868,GB165,lama1277-lewoi,Can trial number be marked on the noun itself?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
5869,GB166,lama1277-lewoi,Can paucal number be marked on the noun itself?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
5870,GB167,lama1277-lewoi,Are there logophoric pronouns for the 3rd person?,2,n,,,2:n;1: present;0: absent,Not mentioned
5871,GB168,lama1277-lewoi,Is there a distinction between inanimate and animate in 3rd person singular pronouns?,1,n,,,1:n;0:y,
5872,GB169,lama1277-lewoi,Is there a distinction between masculine and feminine in 3rd person singular pronouns?,0,n,,,0:n,
5873,GB170,lama1277-lewoi,Can an attributive nominal modifier denoting a property concept agree with any gender/noun class of the noun it modifies?,?,Not known,,,2:n;1: present;0: absent,Not mentioned; An additional marker dependent on the gender of the noun is present but not called agreement
5874,GB171,lama1277-lewoi,Can an adnominal demonstrative agree in gender/noun class with the noun it modifies?,?,Not known,,,2:n;1: present;3:y;0: absent,Not mentioned; An additional marker dependent on the gender of the noun is present but not called agreement
5875,GB172,lama1277-lewoi,Can articles agree with the gender/noun class of the noun they modify?,?,Not known,,,2:n;1: present;0: absent,Not mentioned; An additional marker dependent on the gender of the noun is present but not called agreement; It is not clear whether it is an article
5876,GB173,lama1277-lewoi,Are noun class and number always marked by a portmanteau morpheme on the noun?,?,Not known,,,0:n,
5877,GB174,lama1277-lewoi,Are noun class and number marked by a portmanteau morpheme on the noun in singular?,?,Not known,,,0:n,
5878,GB175,lama1277-lewoi,Are noun class and number marked by a portmanteau morpheme on the noun in plural?,?,Not known,,,0:n,
5879,GB176,lama1277-lewoi,Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?,?,Not known,,,0:n,
5880,GB177,lama1277-lewoi,Can the verb carry a marker of animacy of argument; unrelated to any gender/noun class of the argument?,3,n,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned; Animacy is treated as a gender and therefore the question does not make sense; The marker is adjacent to the verb but not treated as morphologically bound
5881,GB178,lama1277-lewoi,Are there several different singular genders/noun classes that can have the same plural gender/noun class?,?,Not known,,,0:n,
5882,GB179,lama1277-lewoi,Are there genders/noun classes that cannot take number marking?,?,Not known,,,0:n,
5883,GB181,lama1277-lewoi,Is number marking obligatory on certain (types of) nouns?,?,Not known,,,0:n;2:y;1:?,
5884,GB182,lama1277-lewoi,Is number marking obligatory on animate nouns?,?,Not known,,,0:n;1:?,
5885,GB183,lama1277-lewoi,Is number marking obligatory on human nouns?,?,Not known,,,0:n;1:?,
5886,GB184,lama1277-lewoi,Can an attributive nominal modifier denoting a property concept agree with the number of the noun it modifies?,2,n,,,2:n;1: present;0: absent,Not mentioned; An additional marker dependent on the number of the noun is present but not called agreement
5887,GB185,lama1277-lewoi,Can an adnominal demonstrative agree in number with the noun it modifies?,2,n,,,2:n;1: present;0: absent,Not mentioned; An additional marker dependent on the number of the noun is present but not called agreement
5888,GB186,lama1277-lewoi,Can articles agree in number with the noun they modify?,?,Not known,,,2:n;1: present;0: absent,Not mentioned; An additional marker dependent on the number of the noun is present but not called agreement; It is not clear whether it is an article
5889,GB187,lama1277-lewoi,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
5890,GB188,lama1277-lewoi,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
5891,GB191,lama1277-lewoi,Is there a morphologically marked middle voice construction?,0,n,,,0:n;1:?,
5892,GB192,lama1277-lewoi,Are the noun's phonological properties relevant for any gender assignment?,?,Not known,,,2:n;1: present;0: absent,Not mentioned; There is gender and it is possible that phonology influences assignment
5893,GB193,lama1277-lewoi,What is the order of noun and attributive nominal modifier denoting a property concept?,2,N - ANM,,Nishiyama & Kelen (N&K2007) 2007: 33;needs-check,4:1;6:n att;0: they cannot be used attributively;2: N - ANM;5:2;3: both;1: ANM - N,Not mentioned; Certain adjectives take a different ordering; Adjectives can take either order
5894,GB194,lama1277-lewoi,Are there indefinite or non-specific articles?,0,n,,,0:n;1:y,
5895,GB195,lama1277-lewoi,Can a noun receive more than one noun class marker at the same time?,?,Not known,,,0:n,
5896,GB196,lama1277-lewoi,Is there a gender distinction in 2nd person pronouns?,2,n,,,2:n;1: present;0: absent,Not mentioned
5897,GB197,lama1277-lewoi,Is there a gender distinction in 1st person pronouns?,2,n,,,2:n;1: present;0: absent,Not mentioned
5898,GB198,lama1277-lewoi,Can a numeral used attributively agree with any gender/noun class of the noun it modifies?,?,Not known,,,2:n;1: present;3:y;0: absent,Not mentioned; An additional marker dependent on the gender of the noun is present but not called agreement
5899,GB199,lama1277-lewoi,Can verbs agree with the gender/noun class of the nominal object?,?,Not known,,,0:n;1:y,
5900,GB200,lama1277-lewoi,Can verbs agree in number with the nominal object?,1,n,,,1:n;0:y;2:?,
5901,GB202,lama1277-lewoi,Is there a distinction between masculine and feminine in 2nd person pronouns?,0,n,,,0:n,
5902,GB203,lama1277-lewoi,"What is the order of the collective universal quantifier (""all"") and the noun?",2,N-UQ,wəkən 'all' ,needs-check,6:3;0: no UQ;5:2;4:0;3: both;2: N-UQ;1: UQ-N;7:?,Not mentioned; 'All' does not modify the noun e.g. it is an adverb
5903,GB204,lama1277-lewoi,Is there a distinction between collective ('all') and distributive ('every') universal quantifiers?,5,n,wəkən 'all'; gətan 'every', 113;N&K2007: 42,0: absent;6:no;5:n;1: present;4:no data;2:y;3:?,Not mentioned
5904,GB205,lama1277-lewoi,Is number marking prohibited on inanimate nouns?,?,Not known,,,0:n;1:?,
5905,GB206,lama1277-lewoi,Is number marking prohibited on mass nouns?,?,Not known,,,0:n;1:?,
5906,GB207,lama1277-lewoi,Is number marking optional on certain (types of) nouns?,?,Not known,,,0:n;1:y;2:?,
5907,GB208,lama1277-lewoi,Can singular number be marked by a prefix on the noun?,?,Not known,,,0:n,
5908,GB209,lama1277-lewoi,Can singular number be marked by a suffix on the noun?,?,Not known,,,0:n,
5909,GB210,lama1277-lewoi,Can singular number be marked by suppletion on the noun?,?,Not known,,,0:n,
5910,GB211,lama1277-lewoi,Can singular number be marked by tone alone on the noun?,?,Not known,,,0:n,
5911,GB212,lama1277-lewoi,Can dual number be marked by a prefix on the noun?,?,Not known,,,0:n,
5912,GB213,lama1277-lewoi,Can dual number be marked by a suffix on the noun?,?,Not known,,,0:n,
5913,GB214,lama1277-lewoi,Can dual number be marked by suppletion on the noun?,?,Not known,,,0:n,
5914,GB215,lama1277-lewoi,Can dual number be marked by tone alone on the noun?,?,Not known,,,0:n,
5915,GB216,lama1277-lewoi,Can dual number be marked by reduplication on the noun?,?,Not known,,,0:n,
5916,GB217,lama1277-lewoi,Can plural number be marked by a prefix on the noun?,?,Not known,,,0:n,
5917,GB218,lama1277-lewoi,Can plural number be marked by a suffix on the noun?,?,Not known,,,0:n;1:y,
5918,GB219,lama1277-lewoi,Can plural number be marked by suppletion on the noun?,?,Not known,,,0:n,
5919,GB220,lama1277-lewoi,Can plural number be marked by tone alone on the noun?,?,Not known,,,0:n,
5920,GB221,lama1277-lewoi,Can plural number be marked by reduplication on the noun?,1,y,reduplication is considered number marking on the noun itself,N&K2007:44,0:n;1:y,
5921,GB222,lama1277-lewoi,Can trial number be marked by a prefix on the noun?,?,Not known,,,0:n,
5922,GB223,lama1277-lewoi,Can trial number be marked by a suffix on the noun?,?,Not known,,,0:n,
5923,GB224,lama1277-lewoi,Can trial number be marked by suppletion on the noun?,?,Not known,,,0:n,
5924,GB225,lama1277-lewoi,Can trial number be marked by tone alone on the noun?,?,Not known,,,0:n,
5925,GB226,lama1277-lewoi,Can trial number be marked by reduplication on the noun?,?,Not known,,,0:n,
5926,GB227,lama1277-lewoi,Can paucal number be marked by a prefix on the noun?,?,Not known,,,0:n,
5927,GB228,lama1277-lewoi,Can paucal number be marked by a suffix on the noun?,?,Not known,,,0:n,
5928,GB229,lama1277-lewoi,Can paucal number be marked by suppletion on the noun?,?,Not known,,,0:n,
5929,GB230,lama1277-lewoi,Can paucal number be marked by tone alone on the noun?,?,Not known,,,0:n,
5930,GB231,lama1277-lewoi,Can paucal number be marked by reduplication on the noun?,?,Not known,,,0:n,
5931,GB232,lama1277-lewoi,Can diminutive be marked by a prefix on the noun?,?,Not known,,,0:n,
5932,GB234,lama1277-lewoi,Can diminutive be marked by a suffix on the noun?,?,Not known,,,0:n,
5933,GB235,lama1277-lewoi,Can diminutive be marked by suppletion on the noun?,?,Not known,,,0:n,
5934,GB236,lama1277-lewoi,Can diminutive be marked by tone on the noun?,?,Not known,,,0:n,
5935,GB237,lama1277-lewoi,Can diminutive be marked by reduplication on the noun?,?,Not known,,,0:n,
5936,GB238,lama1277-lewoi,Can diminutive be marked by noun class selection?,?,Not known,,,0:n,
5937,GB239,lama1277-lewoi,Can augmentative be marked by a prefix on the noun?,?,Not known,,,0:n,
5938,GB240,lama1277-lewoi,Can augmentative be marked by a suffix on the noun?,?,Not known,,,0:n,
5939,GB241,lama1277-lewoi,Can augmentative be marked by suppletion on the noun?,?,Not known,,,0:n,
5940,GB242,lama1277-lewoi,Can augmentative be marked by tone on the noun?,?,Not known,,,0:n,
5941,GB243,lama1277-lewoi,Can augmentative be marked by reduplication on the noun?,?,Not known,,,0:n,
5942,GB244,lama1277-lewoi,Can augmentative be marked by noun class selection?,?,Not known,,,0:n,
5943,GB245,lama1277-lewoi,Can gender/noun class be marked by a prefix on the noun?,?,Not known,,,0:n,
5944,GB246,lama1277-lewoi,Can gender/noun class be marked by a suffix on the noun?,?,Not known,,,0:n,
5945,GB247,lama1277-lewoi,Can gender/noun class be marked by suppletion on the noun?,?,Not known,,,0:n,
5946,GB248,lama1277-lewoi,Can gender/noun class be marked by tone on the noun only?,?,Not known,,,0:n,
5947,GB249,lama1277-lewoi,Are there variations in marking strategies of core participants?,0,n,,,0:n;1:y,
5948,GB250,lama1277-lewoi,Can predicative possession be formed with a habeo-verb?,3,n,the existential verb no'on can also be used in 'have' constructions; as well as 'be with',N&K2007: 65,3:n;1: present;0: absent;2:y;4:?,Not mentioned; The habeo verb is also an existential verb
5949,GB251,lama1277-lewoi,Can predicative possession be formed by an intransitive construction with an locational/existential/copula predicate where the possessum is the subject?,0,y,,,1:n;0:y;2:?,
5950,GB252,lama1277-lewoi,Can predicative possession be formed with a locative possessive?,3,n,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned
5951,GB253,lama1277-lewoi,Can predicative possession be formed with a dative possessive?,3,n,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned
5952,GB254,lama1277-lewoi,Can predicative possession be formed with a genitive possessive?,2,y,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned
5953,GB255,lama1277-lewoi,Can predicative possession be formed with a topic possessive?,2,n,,,2:n;1: present;0: absent;3:?,Not mentioned
5954,GB256,lama1277-lewoi,Can predicative possession be formed with a conjunctional possessive?,2,n,,,2:n;1: present;0: absent;3:?,Not mentioned
5955,GB257,lama1277-lewoi,Can polar interrogation be marked by intonation only?,2,y,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned; The question particle carries tone but this might also be intonation
5956,GB258,lama1277-lewoi,Is the polar interrogative intonation rising?,0,y,,,2:no data;0:y;1:?,
5957,GB259,lama1277-lewoi,Is the polar interrogative intonation falling?,0,n,,,0:n;2:no data;3:y;1:?,
5958,GB260,lama1277-lewoi,Can polar interrogation be marked by change in word order only?,2,n,,,2:n;1: present;0: absent,Not mentioned
5959,GB261,lama1277-lewoi,Can polar interrogation be marked by a particle only?,0,n,,,0:n;1:y;2:?,
5960,GB262,lama1277-lewoi,Is there a clause-initial polar interrogative particle?,?,Not known,,,2:n;1: present;0: absent;3:?,Not mentioned; The elements used in polar interrogation are distributed over the clause
5961,GB263,lama1277-lewoi,Is there a clause-final polar interrogative particle?,?,Not known,,,4:n;1: present;0: absent;2:y;3:?,Not mentioned; The elements used in polar interrogation are distributed over the clause
5962,GB264,lama1277-lewoi,Is there a clause-medial polar interrogative particle?,?,Not known,,,2:n;1: present;0: absent;3:?,Not mentioned; The elements used in polar interrogation are distributed over the clause
5963,GB265,lama1277-lewoi,"Can comparative constructions be construed with a verb meaning ""surpass"" or ""exceed""?",3,n,,,0: absent;3:n;1: present;2:no data;4:y;5:?,Not mentioned
5964,GB266,lama1277-lewoi,Can comparative constructions be construed with a locative comparative?,2,n,,,0: absent;2:n;1: present;4:no data;3:y;5:?,Not mentioned
5965,GB267,lama1277-lewoi,Can comparative constructions be construed with a from-comparative?,2,y,,N&K2007:34,0:n;1:no data;2:y;3:?,
5966,GB268,lama1277-lewoi,Can comparative constructions be construed with a to-comparative?,0,n,,,0:n;2:no data;1:y;3:?,
5967,GB269,lama1277-lewoi,Can comparative constructions be construed with a benefactive comparative?,0,n,,,0:n;1:no data;2:?,
5968,GB270,lama1277-lewoi,Can comparative constructions be construed with conjoined clauses?,4,n,,,0: absent;4:n;1: present;2:no data;3:y;5:?,Not mentioned
5969,GB271,lama1277-lewoi,Are the predicates in the conjoined comparative construction antonyms?,?,Not known,,,1:n;0:no data;3:y;2:?,
5970,GB272,lama1277-lewoi,Do the  predicates in the conjoined comparative construction differ in polarity?,?,Not known,,,1:n;0:no data;3:y;2:?,
5971,GB273,lama1277-lewoi,Can comparative constructions be construed with a particle?,2,n,,,0: absent;2:n;1: present;3:no data;4:y;5:?,Not mentioned
5972,GB274,lama1277-lewoi,Is the element marking the gradable property concepts in the comparative construction marked for comparison in any way?,2,y,prefix ta-,N&K2007:34,1:n;0:no data;2:y;3:?,
5973,GB275,lama1277-lewoi,Is the element marking the property concept in the comparative construction marked by an affix indicating comparision or grading?,3,y,prefix ta-,N&K2007:34,0: absent;2:n;1: present;4:no data;3:y;5:?,Not mentioned; The marker is adjacent to the property word but not treated as morphologically bound
5974,GB276,lama1277-lewoi,Is the element marking the property concept in the comparative construction marked by a sepeare degree word indicating comparision or grading?,2,n,,,0: absent;2:n;1: present;4:no data;3:y;5:?,Not mentioned; The marker is adjacent to the property word but not treated as morphologically bound
5975,GB277,lama1277-lewoi,Can comparative constructions be construed with a at-comparative?,0,n,,,0:n;2:no data;1:y;3:?,
5976,GB278,lama1277-lewoi,Is there variation in conflation of arguments marking core participants?,3,Not known,,needs-check,1:n;2:no data;0:y;3:?,
5977,GB279,lama1277-lewoi,Is there variation in conflation of core participants based on TAM distinctions?,4,Not known,,needs-check,2:n;1: present;3:no data;0: absent;4:?,Not mentioned
5978,GB280,lama1277-lewoi,Are variation in conflation of core participants based on verb classes?,3,Not known,,needs-check,1:n;2:no data;0:y;3:?,
5979,GB281,lama1277-lewoi,Is there variation in conflation of core participants based on clause type; e.g. main vs. subordinate?,4,Not known,no data,needs-check,2:n;1: present;3:no data;0: absent;4:?,Not mentioned
5980,GB282,lama1277-lewoi,Are variation in conflation of core participants based on person distinctions?,3,Not known,no data,needs-check,1:n;2:no data;0:y;3:?,
5981,GB283,lama1277-lewoi,Can verbs agree with the gender/noun class of the nominal subject?,?,Not known,,,0:n;1:y,
5982,GB284,lama1277-lewoi,Can verbs agree with the number of the nominal subject?,1,y,agreement with  number and person,,0:n;1:y;2:?,
5983,GB285,lama1277-lewoi,Can polar interrogation be marked by a question particle and verbal morphology?,2,n,,,2:n;1: present;3:y;0: absent,Not mentioned; The marker is adjacent to the verb but not treated as morphologically bound
5984,GB286,lama1277-lewoi,Can polar interrogation be marked by verbal morphology only?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the verb but not treated as morphologically bound
5985,GB287,lama1277-lewoi,Can recipients be treated as a transitive object; i.e. as Direct Object in terms of case marking?,?,Not known,,,1:y?;0:n,
5986,GB288,lama1277-lewoi,Can recipients be treated as a transitive object; i.e. as Direct Object in terms of core argument marking by adpositions?,?,Not known,,,0:n,
5987,GB289,lama1277-lewoi,Can recipients be treated as a transitive object; i.e. as Direct Object in terms of verbal agreement marking?,?,Not known,,,0:n;1:y;2:?,
5988,GB290,lama1277-lewoi,Can recipients be treated as a transitive object; i.e. as Direct Object in terms of verbal person marking (not agreement)?,?,Not known,,,1:n;0:y,
5989,GB291,lama1277-lewoi,Can polar interrogation be marked by tone?,?,Not known,,,2:n;1: present;3:?;0: absent,Not mentioned; The question particle carries tone but this might also be intonation
5990,GB292,lama1277-lewoi,Is the particle marking polar interrogation not tone?,?,Not known,,,1:n;0:y;2:?,
5991,GB294,lama1277-lewoi,Are there ideophones that depict sensory imagery beyond sound?,2,Not known,,needs-check,0:n;1:no data;2:?,
5992,GB295,lama1277-lewoi,Can ideophones act like verbs?,3,Not known,,needs-check,1:n;2:no data;0:y;3:?,
5993,GB295,lama1277-lewoi,Can ideophones act like verbs?,3,Not known,,needs-check,1:n;2:no data;0:y;3:?,
5994,GB296,lama1277-lewoi,Is there a morphosyntactically definable class of ideophones (beyond sound)?,?,Not known,,,2:n;1: present;4:no data;0: absent;3:?,Not mentioned
5995,GB297,lama1277-lewoi,Can polar interrogation be marked by a construction of the type “V Neg V”?,?,Not known,,,0: absent;1: present,Not mentioned
5996,GB298,lama1277-lewoi,Can standard negation be marked by negative auxiliaries?,?,Not known,,,0: absent;1: present,Not mentioned; Unclear whether it should count as an auxiliary given that no verbs carry inflection
5997,GB299,lama1277-lewoi,Can standard negation be marked by a freestanding particle?,?,Not known,,,0: absent;1: present,Not mentioned
5998,GB300,lama1277-lewoi,Is there a verb for the function 'give' that is suppletive for any grammatical category?,?,Not known,,,0: absent;1: present,Not mentioned
5999,GB301,lama1277-lewoi,Does the language have inclusory constructions productively?,?,Not known,,,0: absent;1: present,Not mentioned
6000,GB302,lama1277-lewoi,Is there a dedicated; obligatory and productive construction that marks passive voice; not morphologically on the verb nor on the A argument?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb but it is unclear whether it is morphologically bound
6001,GB303,lama1277-lewoi,Is there a dedicated; obligatory; productive construction that marks antipassive voice; not morphologically on the verb?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb but it is unclear whether it is morphologically bound
6002,GB304,lama1277-lewoi,Can the A argument be overtly expressed in a passive clause or be overtly marked to signal a passive clause?,?,Not known,,,0: absent;1: present,Not mentioned
6003,GB305,lama1277-lewoi,Are there phonologically independent reflexive pronouns?,?,Not known,,,0: absent;1: present,Not mentioned; Not clear if they are phonologically independent
6004,GB306,lama1277-lewoi,Are there reciprocal pronouns that are not-bipartite?,?,Not known,,,0: absent;1: present,Not mentioned
6005,GB307,lama1277-lewoi,Are there bipartite reciprocal pronouns?,?,Not known,,,0: absent;1: present,Not mentioned
6006,GB308,lama1277-lewoi,Can tense be marked by a productive; obligatory and dedicated construction that is not morphologically bound to the verb?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb but not treated as morphologically bound
6007,GB309,lama1277-lewoi,Are there multiple past or future tenses; distinguishing distance from Time of Reference; in any form?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb but not treated as morphologically bound
6008,GB310,lama1277-lewoi,Can aspect be marked by a productive; obligatory and dedicated construction that is not morphologically bound to the verb?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb but not treated as morphologically bound
6009,GB311,lama1277-lewoi,Can mood be marked by a productive; obligatory and dedicated construction that is not morphologically bound to the verb?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb but not treated as morphologically bound
6010,GB312,lama1277-lewoi,Can modal distinctions be marked on the verb; productively; dedicatedly and obligatorily?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb but not treated as morphologically bound
6011,GB313,lama1277-lewoi,Are there possessive pronouns?,?,Not known,,,0: absent;1: present,Not mentioned
6012,GB314,lama1277-lewoi,Can augmentative be marked productively by a system of nominal classification?,?,Not known,,,0: absent;1: present,Not mentioned
6013,GB315,lama1277-lewoi,Can diminutive be marked productively by a system of nominal classification?,?,Not known,,,0: absent;1: present,Not mentioned
6014,GB316,lama1277-lewoi,Can singular number of a noun be marked by a productive; obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
6015,GB317,lama1277-lewoi,Can dual number of a noun be marked by a productive; obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
6016,GB318,lama1277-lewoi,Can plural number of a noun be marked by a productive; obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
6017,GB319,lama1277-lewoi,Can trial number of a noun be marked by a productive; obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
6018,GB320,lama1277-lewoi,Can paucal number of a noun be marked by a productive; obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?,?,Not known,,,0: absent;1: present,Not mentioned; The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
6019,GB321,lama1277-lewoi,Is there an open class of noun stems that are assigned to gender/noun class categories arbitrarily?,?,Not known,,,0: absent;1: present,Not mentioned; There may be a gender or noun class system but it seems to be semantic
6020,GB322,lama1277-lewoi,Does the language encode direct evidentiality (perceived with senses)?,?,Not known,,,0: absent;1: present,Not mentioned
6021,GB323,lama1277-lewoi,Does the language encode indirect evidentiality (hearsay; inference; etc.)?,?,Not known,,,0: absent;1: present,Not mentioned
6022,GB324,lama1277-lewoi,Are some content interrogatives (who?; what?; etc.) expressed in interrogative verbs?,?,Not known,,,0: absent;1: present,Not mentioned
6023,GB325,lama1277-lewoi,Is there a count/mass distinction in content interrogatives (e.g. English how many vs. how much)?,?,Not known,,,0: absent;1: present,Not mentioned
6024,GB326,lama1277-lewoi,Do (nominal) content interrogatives normally or frequently occur in situ (i.e. in the normal position for a non-interrogative NP in the same participant role)?,?,Not known,,,0: absent;1: present,Not mentioned
6025,GB327,lama1277-lewoi,Can the relative clause follow the noun?,?,Not known,,,0: absent;1: present,Not mentioned
6026,GB328,lama1277-lewoi,Can the relative clause precede the noun?,?,Not known,,,0: absent;1: present,Not mentioned
6027,GB329,lama1277-lewoi,Are there internally-headed relative clauses?,?,Not known,,,0: absent;1: present,Not mentioned
6028,GB330,lama1277-lewoi,Are there correlative relative clauses?,?,Not known,,,0: absent;1: present,Not mentioned
6029,GB331,lama1277-lewoi,Are there adjoined relative clauses?,?,Not known,,,0: absent;1: present,Not mentioned
6030,GB332,lama1277-lewoi,Are there double-headed relative clauses?,?,Not known,,,0: absent;1: present,Not mentioned
6031,GB333,lama1277-lewoi,Is there a decimal counting system?,2,y,,,0: absent;1: present;2:y,Not mentioned
6032,GB334,lama1277-lewoi,Is there synchronic evidence for any element of a quinary counting system?,?,Not known,,,0: absent;1: present,Not mentioned
6033,GB335,lama1277-lewoi,Is there synchronic evidence for any element of a vigesimal counting system?,?,Not known,,,0: absent;1: present,Not mentioned
6034,GB336,lama1277-lewoi,Is there a body-part tallying system?,2,n,,,2:n;1: present;0: absent,Not mentioned
6035,GB502,lama1277-lewoi,What is the relative position of possessor pronoun and possessed in the attributive possessive construction?,2,2,,needs-check,0:1;2:2;1:n pospro,
6036,GB503,lama1277-lewoi,Are S and A marked by the same affix/clitic?,1,n,,,1:n;0:y,
6037,GB508,lama1277-lewoi,Are there core adjectives (elements denoting property concepts) that act like nouns?,0,n,,,0:n,
6038,GB509,lama1277-lewoi,Are demonstratives used pronominally?,0,y,,N&K2007: 22,1:n;0:y;2:?,
6039,GB510,lama1277-lewoi,Are demonstratives used adnominally?,0,y,,N&K2007: 22,0:y,
6040,GB511,lama1277-lewoi,Do demonstratives encode elevation?,1,n,,,1:n;0:y;2:?,
6041,GB512,lama1277-lewoi,Is there an opposition between three or more elevation terms in the demonstrative system?,?,Not known,,,1:n;0:y;2:?,
6042,GB514,lama1277-lewoi,Is animacy distinguished in the demonstrative system?,0,n,,,0:n;1:y;2:?,
6043,GB515,lama1277-lewoi,Is humanness distinguished in the demonstrative system?,0,n,,,0:n;1:?,
6044,GB516,lama1277-lewoi,How are locationals and demonstratives formally related?,0,0,,needs-check,0:1;2:0;1:3;3:2;4:?,
6045,GB517,lama1277-lewoi,Is there an opposition between three or more distance terms in the locational system?,1,n,only dahe 'near' and doan 'far',N&K2007:91,1:n;0:y;2:?,
6046,GB518,lama1277-lewoi,Do locationals encode elevation?,0,y,,N&K2007:91,1:n;0:y;2:?,
6047,GB519,lama1277-lewoi,Is there an opposition between three or more elevation terms in the locational system?,0,y,teti; lali; weli: up; down; level/horizontal,N&K2007:91,1:n;0:y;2:?,
6048,GB520,lama1277-lewoi,Do locationals encode direction (based on a coordinate system)?,0,y,,N&K2007:91,1:n;0:y;2:?,
6049,GB521,lama1277-lewoi,Is the opposition visible-non-visible marked on locationals?,0,n,,,0:n;1:y;2:?,
6050,R1102,lama1277-lewoi,How many places of articulation are there for stops?,4,4,,needs-check,2:5;0:4;1:3,
